entry,name
27477,Faol's Signet of Cleansing
27481,Heavy Supply Crate
27486,Alex Test BK Helm
27478,Girdle of the Blasted Reaches
27483,Moon-Touched Bands
27484,Libram of Avengement
27485,Embroidered Cape of Mysteries
27491,Signet of Repose
27490,Firebrand Battleaxe
27498,Scroll of Agility V
27497,Doomplate Gauntlets
27502,Scroll of Stamina V
27501,Scroll of Spirit V
27495,Soldier's Dog Tags
27489,Virtue Bearer's Vambraces
27494,Emerald Eye Bracer
27503,Scroll of Strength V
27500,Scroll of Protection V
27499,Scroll of Intellect V
27505,Ruby Helm of the Just
27507,Adamantine Repeater
27506,Robe of Effervescent Light
27511,Inscribed Scrollcase
27519,Cloak of Malice
27520,Greathelm of the Unbreakable
27521,Telaari Hunting Girdle
27522,World's End Bracers
27516,Enormous Barbed Gill Trout
27518,Ivory Idol of the Moongoddess
27514,Leggings of the Unrepentant
27508,Incanter's Gloves
27517,Bands of Nethekurse
27524,Firemaul of Destruction
27526,Skyfire Hawk-Bow
27509,Handgrips of Assassination
27523,Exarch's Diamond Band
27529,Figurine of the Colossus
27512,The Willbreaker
27510,Tidefury Gauntlets
27515,Huge Spotted Feltail
27513,Curious Crate
27534,Hortus' Seal of Brilliance
27527,Greaves of the Shatterer
27533,Demonblood Eviscerator
27540,Nexus Torch
27525,Jeweled Boots of Sanctification
27536,Hallowed Handwraps
27541,Archery Belt of the Broken
27528,Gauntlets of Desolation
27537,Gloves of Oblivion
27544,Totem of Spontaneous Regrowth
27543,Starlight Dagger
27535,Gauntlets of the Righteous
27531,Wastewalker Gloves
27545,Mennu's Scaled Leggings
27532,Master Fishing - The Art of Angling
27538,Lightsworn Hammer
27549,Wavefury Boots
27550,Ironscale War Cloak
27547,Coldwhisper Cord
27557,Level 63 Test Gear Green - Cloth 2
27552,Soft Leather Vest
27553,Crimson Steer Energy Drink
27539,Justice Bearer's Pauldrons
27548,Girdle of Many Blessings
27558,Level 64 Test Gear Green - Cloth 2
27556,Level 62 Test Gear Green - Cloth 2
27551,Skeletal Necklace of Battlerage
27542,Cord of Belief
27561,Level 67 Test Gear Green - Cloth 2
27562,Level 68 Test Gear Green - Cloth 2
27567,Level 62 Test Gear Green - Leather - Druid 2
27546,Traitor's Noose
27573,Level 68 Test Gear Green - Leather - Druid 2
27570,Level 65 Test Gear Green - Leather - Druid 2
27565,Level 60 Test Gear Green - Leather - Druid 2
27563,Level 69 Test Gear Green - Cloth 2
27564,Level 70 Test Gear Green - Cloth 2
27566,Level 61 Test Gear Green - Leather - Druid 2
27571,Level 66 Test Gear Green - Leather - Druid 2
27577,Level 61 Test Gear Green - Leather - Rogue 2
27574,Level 69 Test Gear Green - Leather - Druid 2
27555,Level 61 Test Gear Green - Cloth 2
27560,Level 66 Test Gear Green - Cloth 2
27559,Level 65 Test Gear Green - Cloth 2
27554,Level 60 Test Gear Green - Cloth 2
27568,Level 63 Test Gear Green - Leather - Druid 2
27572,Level 67 Test Gear Green - Leather - Druid 2
27579,Level 63 Test Gear Green - Leather - Rogue 2
27588,Level 61 Test Gear Green - Mail - Hunter 2
27578,Level 62 Test Gear Green - Leather - Rogue 2
27587,Level 60 Test Gear Green - Mail - Hunter 2
27589,Level 62 Test Gear Green - Mail - Hunter 2
27575,Level 70 Test Gear Green - Leather - Druid 2
27594,Level 67 Test Gear Green - Mail - Hunter 2
27593,Level 68 Test Gear Green - Mail - Hunter 2
27569,Level 64 Test Gear Green - Leather - Druid 2
27598,Level 70 Test Gear Green - Mail - Shaman 2
27595,Level 66 Test Gear Green - Mail - Hunter 2
27586,Level 67 Test Gear Green - Leather - Rogue 2
27585,Level 68 Test Gear Green - Leather - Rogue 2
27591,Level 70 Test Gear Green - Mail - Hunter 2
27583,Level 70 Test Gear Green - Leather - Rogue 2
27580,Level 64 Test Gear Green - Leather - Rogue 2
27597,Level 64 Test Gear Green - Mail - Hunter 2
27596,Level 65 Test Gear Green - Mail - Hunter 2
27581,Level 65 Test Gear Green - Leather - Rogue 2
27599,Level 69 Test Gear Green - Mail - Shaman 2
27582,Level 66 Test Gear Green - Leather - Rogue 2
27603,Level 65 Test Gear Green - Mail - Shaman 2
27584,Level 69 Test Gear Green - Leather - Rogue 2
27590,Level 63 Test Gear Green - Mail - Hunter 2
27604,Level 64 Test Gear Green - Mail - Shaman 2
27600,Level 68 Test Gear Green - Mail - Shaman 2
27606,Level 62 Test Gear Green - Mail - Shaman 2
27601,Level 67 Test Gear Green - Mail - Shaman 2
27576,Level 60 Test Gear Green - Leather - Rogue 2
27592,Level 69 Test Gear Green - Mail - Hunter 2
27602,Level 66 Test Gear Green - Mail - Shaman 2
27605,Level 63 Test Gear Green - Mail - Shaman 2
27608,Level 60 Test Gear Green - Mail - Shaman 2
27607,Level 61 Test Gear Green - Mail - Shaman 2
27611,Level 68 Test Gear Green - Plate - Pally 2
27620,Level 70 Test Gear Green - Plate - Warrior 2
27621,Level 69 Test Gear Green - Plate - Warrior 2
27614,Level 65 Test Gear Green - Plate - Pally 2
27617,Level 62 Test Gear Green - Plate - Pally 2
27612,Level 67 Test Gear Green - Plate - Pally 2
27619,Level 60 Test Gear Green - Plate - Pally 2
27622,Level 68 Test Gear Green - Plate - Warrior 2
27613,Level 66 Test Gear Green - Plate - Pally 2
27616,Level 63 Test Gear Green - Plate - Pally 2
27615,Level 64 Test Gear Green - Plate - Pally 2
27618,Level 61 Test Gear Green - Plate - Pally 2
27624,Level 66 Test Gear Green - Plate - Warrior 2
27610,Level 69 Test Gear Green - Plate - Pally 2
27625,Level 65 Test Gear Green - Plate - Warrior 2
27609,Level 70 Test Gear Green - Plate - Pally 2
27626,Level 64 Test Gear Green - Plate - Warrior 2
27627,Level 63 Test Gear Green - Plate - Warrior 2
27631,Needle Shrike
27633,Terokk's Mask
27628,Level 62 Test Gear Green - Plate - Warrior 2
27634,The Saga of Terokk
27632,Terokk's Quill
27636,Bat Bites
27623,Level 67 Test Gear Green - Plate - Warrior 2
27635,Lynx Steak
27644,Avenger's Waistguard
27638,Hierophant's Sash
27630,Level 60 Test Gear Green - Plate - Warrior 2
27646,Marksman's Belt
27645,Dreamstalker Sash
27647,Marksman's Legguards
27639,Slayer's Waistguard
27649,Hierophant's Leggings
27650,Shadowstalker's Leggings
27629,Level 61 Test Gear Green - Plate - Warrior 2
27651,Buzzard Bites
27662,Feltail Delight
27657,Blackened Basilisk
27637,Shadowstalker's Sash
27641,Vindicator's Walking Stick
27643,Stormbreaker's Girdle
27659,Warp Burger
27640,Hand of Argus Crossfire
27655,Ravager Dog
27667,Spicy Crawdad
27654,Avenger's Legplates
27648,Dreamstalker Leggings
27661,Blackened Trout
27671,Buzzard Meat
27668,Lynx Meat
27677,Chunk o' Basilisk
27676,Strange Spores
27656,Sporeling Snack
27652,Stormbreaker's Leggings
27680,Halaani Bag
27660,Talbuk Steak
27681,Warped Flesh
27666,Golden Fish Sticks
27653,Slayer's Leggings
27683,Quagmirran's Eye
27663,Blackened Sporefish
27687,Recipe: Bat Bites
27669,Bat Flesh
27684,Recipe: Buzzard Bites
27665,Poached Bluefish
27685,Recipe: Lynx Steak
27658,Roasted Clefthoof
27679,Sublime Mystic Dawnstone
27678,Clefthoof Meat
27689,Recipe: Sporeling Snack
27674,Ravager Flesh
27672,Girdle of the Immovable
27673,Phosphorescent Blade
27664,Grilled Mudfish
27698,Recipe: Poached Bluefish
27694,Recipe: Blackened Trout
27702,Gladiator's Lamellar Chestpiece
27695,Recipe: Feltail Delight
27696,Recipe: Blackened Sporefish
27688,Recipe: Ravager Dog
27704,Gladiator's Lamellar Helm
27686,Recipe: Roasted Moongraze Tenderloin
27690,Recipe: Blackened Basilisk
27707,Gladiator's Satin Gloves
27699,Recipe: Golden Fish Sticks
27693,Recipe: Talbuk Steak
27692,Recipe: Warp Burger
27710,Gladiator's Satin Mantle
27691,Recipe: Roasted Clefthoof
27700,Recipe: Spicy Crawdad
27705,Gladiator's Lamellar Legguards
27682,Talbuk Venison
27709,Gladiator's Satin Leggings
27706,Gladiator's Lamellar Shoulders
27708,Gladiator's Satin Hood
27703,Gladiator's Lamellar Gauntlets
27697,Recipe: Grilled Mudfish
27716,Refuge Armor
27715,Circle's Stalwart Helmet
27719,Aldor Leggings of Puissance
27723,Belt of the Moonkin
27731,Vindicator's Cloak
27712,Shackles of Quagmirran
27718,Aldor Defender's Legplates
27713,Pauldrons of Desolation
27729,Humanoid Skull
27720,Robes of the Aldor
27725,Expedition Mantle
27722,Gloves of Marshmanship
27721,Expedition Footgear
27732,Infiltrator's Cloak
27733,Warden's Ring of Precision
27711,Gladiator's Satin Robe
27730,Watcher's Cloak of Vigilance
27728,Cushy Cenarion Walkers
27727,Swift Cenarion Footwear
27737,Moonglade Shoulders
27724,Wild Shoulderpads
27726,Hearty Cenarion Cincture
27740,Band of Ursol
27741,Bleeding Hollow Warhammer
27742,Mage-Fury Girdle
27736,Master Cookbook
27744,Idol of Ursoc
27739,Spaulders of the Righteous
27746,Arcanium Signet Bands
27745,Hungarhide Gauntlets
27754,Keen Marshfang Slicer
27753,Ensorcelled Marshfang Blade
27748,Cassock of the Loyal
27755,Girdle of Gallantry
27743,Girdle of Living Flame
27738,Incanter's Pauldrons
27752,Zangarmarsh Claymore
27747,Boggspine Knuckles
27717,Expedition Forager Leggings
27734,Expedition Caster's Band
27714,Swamplight Lantern
27751,Survivalist's Pike
27763,Crown of the Forest Lord
27750,Hammer of the Sporelings
27760,Dunewind Sash
27735,Pendant of the Marsh
27764,Hands of the Sun
27749,Staff of the Wild
27762,Weathered Band of the Swamplord
27758,Hydra-fang Necklace
27771,Doomplate Shoulderguards
27769,Endbringer
27773,Barbaric Legstraps
27777,Stark Blood Garnet
27756,Marshfang Blade Axe
27757,Greatstaff of the Leviathan
27776,Shoulderpads of Assassination
27765,Armwraps of Disdain
27759,Headdress of the Tides
27780,Ring of Fabled Hope
27767,Bogreaver
27772,Stormshield of Renewal
27788,Bloodsworn Warboots
27761,Ring of the Shadow Deeps
27783,Moonrage Girdle
27774,zzOLDMighty Blood Garnet
27792,Steam-Hinge Chain of Valor
27766,Swampstone Necklace
27787,Chestguard of No Remorse
27770,Argussian Compass
27786,Barbed Deep Peridot
27785,Notched Deep Peridot
27795,Sash of Serpentra
27778,Spaulders of Oblivion
27775,Hallowed Pauldrons
27768,Oracle Belt of Timeless Mystery
27784,Scintillating Coral Band
27799,Vermillion Robes of the Dominant
27781,Demonfang Ritual Helm
27779,Bone Chain Necklace
27797,Wastewalker Shoulderpads
27791,Serpentcrest Life-Staff
27811,zzOLDMighty Blood Garnet
27793,Earth Mantle Handwraps
27808,Jump-a-tron 4000 Key
27789,Cloak of Whispering Shells
27800,Earthsoul Britches
27798,Gauntlets of Vindication
27794,Recoilless Rocket Ripper X-54
27796,Mana-Etched Spaulders
27809,Barbed Deep Peridot
27804,Devilshark Cape
27803,Shoulderguards of the Bold
27802,Tidefury Shoulderguards
27812,Stark Blood Garnet
27806,Fathomheart Gauntlets
27805,Ring of the Silver Hand
27801,Beast Lord Mantle
27807,Air Elemental Gas
27790,Mask of Penance
27817,Starbolt Longbow
27826,Mantle of the Sea Wolf
27827,Lucid Dream Bracers
27828,Warp-Scarab Brooch
27829,Axe of the Nexus-Kings
27831,Mantle of the Unforgiven
27813,Boots of the Colossus
27818,Starry Robes of the Crescent
27824,Robe of the Great Dark Beyond
27825,Predatory Gloves
27820,Notched Deep Peridot
27819,Crazy Raptor 75
27823,Shard Encrusted Breastplate
27840,Scepter of Sha'tar
27832,Band of the Victor
27843,Glyph-Lined Sash
27839,Legplates of the Righteous
27830,Circlet of the Victor
27841,Severed Talon of the Matriarch
27838,Incanter's Trousers
27816,Mindrage Pauldrons
27842,Grand Scepter of the Nexus-Kings
27821,Extravagant Boots of Malice
27845,Magma Plume Boots
27833,Band of the Victor
27822,Crystal Band of Valor
27848,Embroidered Spellpyre Boots
27814,Twinblade of Mastery
27815,Totem of the Astral Winds
27847,Fanblade Pauldrons
27837,Wastewalker Leggings
27863,Brian's Bryanite of Extended Cost
27858,Sunspring Carp
27835,Stillwater Girdle
27844,Pauldrons of Swift Retribution
27834,Circlet of the Victor
27861,Lathrai's Stolen Goods
27846,Claw of the Watcher
27864,Brian's Bryanite of Extended Cost Copying
27859,Zangar Caps
27869,Soulpriest's Ring of Resolve
27872,The Harvester of Souls
27873,Moonglade Pants
27853,Crazy Raptor 150
27874,Beast Lord Leggings
27860,Purified Draenic Water
27854,Smoked Talbuk Venison
27865,Bracers of Shirrak
27868,Runesong Dagger
27884,Ornate Boots of the Sanctified
27877,Draenic Wildstaff
27875,Hallowed Trousers
27885,Soul-Wand of the Aldor
27855,Mag'har Grainbread
27867,Boots of the Unjust
27856,Skethyl Berries
27883,Gladiator's Scaled Shoulders
27857,Garadar Sharp
27889,Jaedenfire Gloves of Annihilation
27879,Gladiator's Scaled Chestpiece
27871,Maladaar's Blessed Chaplet
27893,Ornate Leggings of the Venerated
27888,Dream-Wing Helm
27878,Auchenai Death Shroud
27876,Will of the Fallen Exarch
27881,Gladiator's Scaled Helm
27890,Wand of the Netherwing
27882,Gladiator's Scaled Legguards
27894,Tangled Mane
27900,Jewel of Charismatic Mystique
27887,Platinum Shield of the Valorous
27902,Silent Slippers of Meditation
27904,Resounding Ring of Glory
27880,Gladiator's Scaled Gauntlets
27886,Idol of the Emerald Queen
27891,Adamantine Figurine
27892,Cloak of the Inciter
27914,Moonstrider Boots
27895,Band of Many Prisms
27866,Scintillating Headdress of Second Sight
27896,Alembic of Infernal Power
27918,Bands of Syth
27899,Mana Wrath
27912,Harness of the Deep Currents
27870,Doomplate Legguards
27903,Sonic Spear
27905,Greatsword of Horrid Dreams
27897,Breastplate of Many Graces
27913,Whispering Blade of Slaying
27908,Leggings of Assassination
27907,Mana-Etched Pantaloons
27898,Wrathfire Hand-Cannon
27909,Tidefury Kilt
27901,Blackout Truncheon
27906,Crimsonforge Breastplate
27910,Silvermoon Crest Shield
27915,Sky-Hunter Swift Boots
27911,Epoch's Whispering Cinch
27916,Sethekk Feather-Darts
27917,Libram of the Eternal Rest
27919,Light-Woven Slippers
27931,Splintermark
27929,Terminal Edge
27928,Terminal Edge
27926,Mark of Vindication
27922,Mark of Defiance
27924,Mark of Defiance
27920,Mark of Conquest
27927,Mark of Vindication
27925,Ravenclaw Band
27921,Mark of Conquest
27930,Splintermark
27938,Savage Mask of the Lynx Lord
27942,Incendic Rod
27936,Greaves of Desolation
27939,Incendic Rod
27976,Polished Pendant of Edible Energy
27943,Chieftain Mummaki's Totem
27937,Sky Breaker
27940,Marvelous Madstone of Immortality
27977,Legplates of the Bold
27932,Razor Claw
27944,Talisman of True Treasure Tracking
27980,Terokk's Nightmace
27979,Stone of Stupendous Springing Strides
27946,Avian Cloak of Feathers
27935,Needle Fang
27984,Totem of Impact
27948,Trousers of Oblivion
27933,Serrated Tooth
27934,Vorpal Claw
27993,Mask of Inner Fire
27945,Shark's Tooth of Bona Fide Fluidic Mobility
27982,Charm of Potent and Powerful Passions
27981,Sethekk Oracle Cloak
27978,Soap on a Rope
27994,Mantle of Three Terrors
27983,Libram of Zeal
28024,Orion's Report
27986,Crow Wing Reaper
27988,Burnoose of Shifting Ages
27947,Totem of Impact
27949,Libram of Zeal
27941,Compassionate Critter's Friend
27985,Deathforge Girdle
28029,Goldenvine Wraps
27991,Shadow Labyrinth Key
27990,Idol of Savagery
28031,Nomad's Woven Cloak
28030,Spell-slinger's Protector
28028,Moonstruck Bands
27989,Idol of Savagery
27987,Melmorta's Twilight Longbow
28027,Lunatic's Choker
27992,Infallible Tikbalang Ward
27996,Ring of Spiritual Precision
28025,Video Mount
28032,Delicate Green Poncho
27995,Sun-Gilded Shouldercaps
28041,Bladefist's Breadth
28044,Band of the Demon Stalker
28034,Hourglass of the Unraveller
28026,Crazy Cenarion Cloak
28043,Demon Stalker Pendant
28040,Vengeance of the Illidari
28049,(Deprecated)Gems of Goliathon
28033,Epoch-Mender
28045,Cloak of the Demon Stalker
28048,Crude Explosives
28038,Seaforium PU-36 Explosive Nether Modulator
28057,Bonechewer Berserker's Vest
28056,Blackflight Arrow
28051,Jerkin of the Untamed Spirit
28047,Nekrogg's Key
28050,Sacred Feather Vest
28063,Survivalist's Wand
28046,Legion Missive
28058,Shredded Wyrm Wing
28039,Crude Explosives
28061,Ironbite Shell
28059,Iridescent Eye
28052,Goldweave Tunic
28053,Wicked Arrow
28042,Regal Protectorate
28062,Expedition Repeater
28065,Libram of Wracking
28054,Fleshripper's Bladed Chestplate
28066,Totem of Lightning
28068,Grimoire of Suffering (Rank 6)
28069,Golden Cenarion Greaves
28060,Impact Shot
28055,Gilded Crimson Chestplate
28070,Verdant Handwraps
28073,Grimoire of Anguish (Rank 3)
28064,Idol of the Wild
28075,Destroyers' Mantle
28072,Grimoire of Anguish (Rank 2)
28074,Studded Green Anklewraps
28076,Level 60 Test Gear Green - Leather - Rogue 3
28071,Grimoire of Anguish (Rank 1)
28081,Level 65 Test Gear Green - Leather - Rogue 3
28088,Level 60 Test Gear Green - Plate - Warrior 3
28084,Level 68 Test Gear Green - Leather - Rogue 3
28082,Level 66 Test Gear Green - Leather - Rogue 3
28090,Level 62 Test Gear Green - Plate - Warrior 3
28085,Level 69 Test Gear Green - Leather - Rogue 3
28080,Level 64 Test Gear Green - Leather - Rogue 3
28077,Level 61 Test Gear Green - Leather - Rogue 3
28078,Level 62 Test Gear Green - Leather - Rogue 3
28083,Level 67 Test Gear Green - Leather - Rogue 3
28094,Level 66 Test Gear Green - Plate - Warrior 3
28095,Level 67 Test Gear Green - Plate - Warrior 3
28104,Elixir of Mastery
28099,Drillmaster Zurok's Orders
28097,Level 69 Test Gear Green - Plate - Warrior 3
28100,Volatile Healing Potion
28105,Duron's Report
28093,Level 65 Test Gear Green - Plate - Warrior 3
28086,Level 70 Test Gear Green - Leather - Rogue 3
28109,Essence Infused Mushroom
28091,Level 63 Test Gear Green - Plate - Warrior 3
28107,Legion Missive
28098,Level 70 Test Gear Green - Plate - Warrior 3
28102,Onslaught Elixir
28103,Adept's Elixir
28112,Underspore Pod
28096,Level 68 Test Gear Green - Plate - Warrior 3
28110,Fat Gnome and Little Elf
28079,Level 63 Test Gear Green - Leather - Rogue 3
28106,Kingston's Primers
28114,Warboss Nekrogg's Orders
28113,Warboss Nekrogg's Orders
28117,zzOLDBold Ornate Ruby
28092,Level 64 Test Gear Green - Plate - Warrior 3
28089,Level 61 Test Gear Green - Plate - Warrior 3
28111,Everlasting Underspore Frond
28108,Power Infused Mushroom
28118,Runed Ornate Ruby
28116,Zeppelin Debris
28101,Unstable Mana Potion
28123,Potent Ornate Topaz
28120,Gleaming Ornate Dawnstone
28126,Gladiator's Dragonhide Gloves
28121,Icon of Unyielding Courage
28127,Gladiator's Dragonhide Helm
28130,Gladiator's Dragonhide Tunic
28119,Smooth Ornate Dawnstone
28129,Gladiator's Dragonhide Spaulders
28122,zzOLDEnscribed Ornate Topaz
28136,Gladiator's Wyrmhide Gloves
28138,Gladiator's Wyrmhide Legguards
28134,Brooch of Heightened Potential
28142,Farstrider's Belt
28141,Ranger's Sash
28147,Tranquillien Scout's Bracers
28150,Renzithen's Dusty Cloak
28132,Area 52 Special
28149,Tranquillien Breeches
28124,Liar's Cord
28148,Bronze Mail Bracers
28131,Reaver Buster Launcher
28128,Gladiator's Dragonhide Legguards
28146,Courier's Wraps
28143,Rusted Chain Girdle
28135,Bomb Crate
28153,Farstrider's Shield
28145,Tranquillien Wraps
28144,Troll Handler Gloves
28154,Red Silk Trousers
28137,Gladiator's Wyrmhide Helm
28140,Gladiator's Wyrmhide Tunic
28151,Arcanist's Wand
28168,Insignia of the Mag'hari Hero
28155,Apothecary's Waistband
28157,Black Leather Jerkin
28156,Rotting Handwraps
28167,Sha'tari Wrought Armguards
28161,Tranquillien Scale Leggings
28159,Undertaker's Gloves
28174,Shattrath Wraps
28170,Auchenai Bracers
28160,An'telas Scale Shirt
28162,Tranquillien Defender's Girdle
28152,Quel'Thalas Recurve
28164,Tranquillien Flamberge
28179,Shattrath Jumpers
28169,Mag'hari Ritualist's Horns
28178,Spymistress's Boots
28173,Mag'hari Huntsman's Leggings
28175,Mag'hari Warlord's Legplates
28166,Shield of the Void
28181,Earthwarden's Coif
28176,Sha'tari Wrought Greaves
28163,Maltendis's Handguards
28172,Mag'hari Scout's Tunic
28158,Batskin Belt
28180,Myrmidon's Headdress
28177,Auchenai Boots
28171,Spymistress's Wristguards
28139,Gladiator's Wyrmhide Spaulders
28185,Khadgar's Kilt of Abjuration
28187,Star-Heart Lamp
28191,Mana-Etched Vestments
28183,Hydromancer's Headwrap
28186,Laughing Skull Battle-Harness
28184,Millennium Blade
28182,Helm of the Claw
28188,Bloodfire Greatstaff
28211,Lieutenant's Signet of Lordaeron
28190,Scarab of the Infinite Cycle
28204,Tunic of Assassination
28212,Aran's Sorcerous Slacks
28209,Old Whitebark's Pendant
28194,Primal Surge Bracers
28189,Latro's Shifting Sword
28205,Breastplate of the Bold
28193,Mana-Etched Crown
28206,Cowl of the Guiltless
28210,Bloodskull Destroyer
28192,Helm of Desolation
28215,Mok'Nathal Mask of Battle
28203,Breastplate of the Righteous
28214,Grips of the Lunar Eclipse
28202,Moonglade Robe
28217,Tarren Mill Vitality Locket
28221,Boots of the Watchful Heart
28222,Reaver of the Infinites
28218,Pontiff's Pantaloons of Prophecy
28216,Dathrohan's Ceremonial Hammer
28224,Wastewalker Helm
28225,Doomplate Warhelm
28207,Pauldrons of the Crimson Flight
28238,Medallion of the Alliance
28231,Tidefury Chestpiece
28237,Medallion of the Alliance
28230,Hallowed Garments
28223,Arcanist's Stone
28219,Emerald-Scale Greaves
28213,Lordaeron Medical Guide
28220,Moon-Crown Antlers
28233,Necklace of Resplendent Hope
28242,Medallion of the Horde
28247,Band of Dominance
28239,Medallion of the Horde
28226,Timeslicer
28228,Beast Lord Cuirass
28248,Totem of the Void
28245,Pendant of Dominance
28244,Pendant of Triumph
28250,Vestia's Pauldrons of Inner Grace
28241,Medallion of the Horde
28229,Incanter's Robe
28243,Medallion of the Horde
28235,Medallion of the Alliance
28256,Thoriumweave Cloak
28236,Medallion of the Alliance
28258,Nethershrike
28253,Plasma Rat's Hyper-Scythe
28252,Bloodfyre Robes of Annihilation
28254,Warp Engineer's Prismatic Chain
28232,Robe of Oblivion
28227,Sparking Arcanite Ring
28234,Medallion of the Alliance
28261,Video Invis
28267,Edge of the Cosmos
28263,Stellaris
28246,Band of Triumph
28249,Capacitus' Cloak of Calibration
28262,Jade-Skull Breastplate
28269,Baba's Cloak of Arcanistry
28265,Dath'Remar's Ring of Defense
28270,Formula: Enchant Chest - Major Resilience
28240,Medallion of the Horde
28255,Lunar-Claw Pauldrons
28273,Formula: Enchant Gloves - Major Healing
28251,Boots of the Glade-Keeper
28257,Hammer of the Penitent
28259,Cosmic Lifeband
28264,Wastewalker Tunic
28260,Manual of the Nethermancer
28268,Natural Mender's Wraps
28283,Soul Mirror
28277,Formula: Enchant Cloak - Greater Shadow Resistance
28285,Helm of the Righteous
28266,Molten Earth Kilt
28287,Vial of Sedative Serum
28279,Formula: Enchant Boots - Cat's Swiftness
28278,Incanter's Cowl
28272,Formula: Enchant Gloves - Major Spellpower
28286,Telescopic Sharprifle
28281,Formula: Enchant Weapon - Major Healing
28274,Formula: Enchant Cloak - Spell Penetration
28271,Formula: Enchant Gloves - Spell Strike
28282,Formula: Enchant Shield - Major Stamina
28280,Formula: Enchant Boots - Boar's Speed
28276,Formula: Enchant Cloak - Greater Arcane Resistance
28284,Don Carlos Tequila
28275,Beast Lord Helm
28289,Dargonhawk Whistle
28288,Abacus of Violent Odds
28297,Gladiator's Spellblade
28308,Gladiator's Cleaver
28299,Gladiator's Bonegrinder
28301,Syrannis' Mystic Sheen
28292,Archmage Vargoth's Staff
28306,Towering Mantle of the Hunt
28293,High Warlord's Claymore
28296,Libram of the Lightbringer
28290,Smooth Golden Draenite
28298,Gladiator's Decapitator
28300,Gladiator's Painsaw
28313,Gladiator's Right Ripper
28319,Gladiator's War Edge
28295,Gladiator's Slicer
28307,Gladiator's Quickblade
28304,Prismatic Mittens of Mending
28294,Gladiator's Heavy Crossbow
28302,Gladiator's Bonecracker
28309,Gladiator's Hacker
28323,Ring of Umbral Doom
28315,Stormreaver Warblades
28311,Revenger
28310,Gladiator's Shiv
28320,Gladiator's Touch of Defeat
28321,Enchanted Thorium Torque
28312,Gladiator's Shanker
28314,Gladiator's Left Ripper
28317,Energis Armwraps
28325,Dreamer's Dragonstaff
28328,Mithril-Bark Cloak
28318,Obsidian Clodstompers
28291,Design: Smooth Golden Draenite
28327,Arcane Netherband
28332,Gladiator's Chain Leggings
28335,Gladiator's Chain Gauntlets
28324,Gauntlets of Cruel Intention
28334,Gladiator's Chain Armor
28305,Gladiator's Pummeler
28336,Belmara's Tome
28303,Invoker's Signet
28337,Breastplate of Righteous Fury
28316,Aegis of the Sunbird
28341,Warpstaff of Arcanum
28340,Mantle of Autumn
28346,Gladiator's Endgame
28339,Boots of the Shifting Sands
28333,Gladiator's Chain Spaulders
28322,Runed Dagger of Solace
28345,Warp Splinter's Thorn
28331,Gladiator's Chain Helm
28351,Dathric's Blade
28347,Warpscale Leggings
28343,Jagged Bark Pendant
28342,Warp Infused Drape
28356,Gladiator's Libram of Justice
28344,Wyrmfury Pauldrons
28352,Luminrath's Mantle
28367,Greatsword of Forlorn Visions
28368,Sigil of Krasus
28358,Gladiator's Shield Wall
28361,Mighty Blood Garnet
28363,Inscribed Ornate Topaz
28364,Etherlithium Matrix Crystal
28350,Warhelm of the Bold
28360,Mighty Blood Garnet
28355,Gladiator's Idol of Tenacity
28353,Cohlien's Cap
28357,Gladiator's Totem of the Third Wind
28362,Bold Ornate Ruby
28369,Battery Recharging Blaster
28378,Sergeant's Heavy Cape
28370,Bangle of Endless Blessings
28348,Moonglade Cowl
28379,Sergeant's Heavy Cape
28376,B'naar Personnel Roster
28359,Netherologist's Notes
28377,Sergeant's Heavy Cloak
28372,Idol of Feral Shadows
28385,General's Plate Belt
28383,General's Plate Greaves
28381,General's Plate Bracers
28349,Tidefury Helm
28391,Worldfire Chestguard
28387,Lamp of Peaceful Repose
28373,Cloak of Scintillating Auras
28390,Thatia's Self-Correcting Gauntlets
28371,Netherfury Cape
28338,Devil-Stitched Leggings
28384,Outland Striders
28386,Nether Core's Control Rod
28380,Sergeant's Heavy Cloak
28375,Rubium War-Girdle
28392,Reflex Blades
28393,Warmaul of Infused Light
28394,Ryngo's Band of Ingenuity
28398,The Sleeper's Cord
28395,Shattered Halls Key
28396,Gloves of the Unbound
28397,Emberhawk Crossbow
28374,Mana-Sphere Shoulderguards
28399,Filtered Draenic Water
28401,Hauberk of Desolation
28404,General's Dreadweave Belt
28408,Broken Silver Star
28402,General's Dreadweave Stalkers
28400,Warp-Storm Warblade
28410,General's Silk Footguards
28413,Hallowed Crown
28409,General's Silk Belt
28406,Sigil-Laced Boots
28405,General's Dreadweave Cuffs
28416,Hungering Spineripper
28415,Hood of Oblivion
28420,Fel Weightstone
28412,Lamp of Peaceful Radiance
28407,Elementium Band of the Sentry
28414,Helm of Assassination
28411,General's Silk Cuffs
28417,Nether Ray Stinger
28418,Shiffar's Nexus-Horn
28403,Doomplate Chestguard
28421,Adamantite Weightstone
28419,Choker of Fluid Thought
28428,Lionheart Blade
28425,Fireguard
28427,Blazefury
28430,Lionheart Executioner
28431,The Planar Edge
28434,Lunar Crescent
28429,Lionheart Champion
28438,Dragonmaw
28433,Wicked Edge of the Planes
28422,General's Leather Boots
28426,Blazeguard
28424,General's Leather Bracers
28436,Bloodmoon
28441,Deep Thunder
28435,Mooncleaver
28423,General's Leather Belt
